SourceFile,ElementType,Name,Type,ReturnType,Symbol,Path,Description,Parameters
Module.xml,Key,LV_Add,,,,,,"([Options, Field1, Field2, ...])"
Module.xml,Key,LV_Delete,,,,,,([RowNumber])
Module.xml,Key,LV_DeleteCol,,,,,,(ColumnNumber)
Module.xml,Key,LV_GetCount,,,,,,"([""Selected | Column""])"
Module.xml,Key,LV_GetNext,,,,,,"([StartingRowNumber, ""Checked | Focused""])"
Module.xml,Key,LV_GetText,,,,,,"(OutputVar, RowNumber [, ColumnNumber])"
Module.xml,Key,LV_Insert,,,,,,"(RowNumber [, Options, Col1, Col2, ...])"
Module.xml,Key,LV_InsertCol,,,,,,"(ColumnNumber [, Options, ColumnTitle])"
Module.xml,Key,LV_Modify,,,,,,"(RowNumber [, Options, NewCol1, NewCol2, ...])"
Module.xml,Key,LV_ModifyCol,,,,,,"([ColumnNumber, Options, ColumnTitle])"
Module.xml,Key,LV_SetImageList,,,,,,"(ImageListID [, 0|1|2])"
Module.xml,Key,LWin,,,,,,
Module.xml,Key,LWinDown,,,,,,
Module.xml,Key,LWinUp,,,,,,
Module.xml,Key,MainWindow,,,,,,
Module.xml,Key,Margin,,,,,,
Module.xml,Key,Maximize,,,,,,
Module.xml,Key,MaximizeBox,,,,,,
Module.xml,Key,MaxSize,,,,,,
Module.xml,Key,MButton,,,,,,
Module.xml,Key,Media_Next,,,,,,
Module.xml,Key,Media_Play_Pause,,,,,,
Module.xml,Key,Media_Prev,,,,,,
Module.xml,Key,Media_Stop,,,,,,
Module.xml,Key,Menu,,,,,,"MenuName, Cmd [, P3, P4, P5]"
Module.xml,Key,MenuGetHandle,,,,,,(MenuName)
Module.xml,Key,MenuGetName,,,,,,(Handle)
Module.xml,Key,Minimize,,,,,,
Module.xml,Key,MinimizeBox,,,,,,
Module.xml,Key,MinMax,,,,,,
Module.xml,Key,MinSize,,,,,,
Module.xml,Key,Minutes,,,,,,
Module.xml,Key,Mod,,,,,,"(Dividend, Divisor)"
Module.xml,Key,Monitor,,,,,,
Module.xml,Key,MonitorCount,,,,,,
Module.xml,Key,MonitorName,,,,,,
Module.xml,Key,MonitorPrimary,,,,,,
Module.xml,Key,MonitorWorkArea,,,,,,
Module.xml,Key,MonthCal,,,,,,
Module.xml,Key,Mouse,,,,,,
Module.xml,Key,MouseClick,,,,,,"[, WhichButton , X, Y, ClickCount, Speed, D|U, R]"
Module.xml,Key,MouseClickDrag,,,,,,"WhichButton, X1, Y1, X2, Y2 [, Speed, R]"
Module.xml,Key,MouseGetPos,,,,,,"[OutputVarX, OutputVarY, OutputVarWin, OutputVarControl, 1|2|3]"
Module.xml,Key,MouseMove,,,,,,"X, Y [, Speed, R]"
Module.xml,Key,MouseMoveOff,,,,,,
Module.xml,Key,Move,,,,,,
Module.xml,Key,MsgBox,,,,,,"[, Options, Title, Text, Timeout]"
Module.xml,Key,Multi,,,,,,
Module.xml,Key,NA,,,,,,
Module.xml,Key,New,,,,,,
Module.xml,Key,No,,,,,,
Module.xml,Key,NoActivate,,,,,,
Module.xml,Key,NoDefault,,,,,,
Module.xml,Key,NoHide,,,,,,
Module.xml,Key,NoIcon,,,,,,
Module.xml,Key,NoMainWindow,,,,,,
Module.xml,Key,Norm,,,,,,
Module.xml,Key,Normal,,,,,,
Module.xml,Key,NoSort,,,,,,
Module.xml,Key,NoSortHdr,,,,,,
Module.xml,Key,NoStandard,,,,,,
Module.xml,Key,Not,,,,,,
Module.xml,Key,NoTab,,,,,,
Module.xml,Key,NoTimers,,,,,,
Module.xml,Key,Number,,,,,,
Module.xml,Key,NumGet,,,,,,"(VarOrAddress [, Offset = 0][, Type = ""UPtr""])"
Module.xml,Key,NumLock,,,,,,
Module.xml,Key,Numpad0,,,,,,
Module.xml,Key,Numpad1,,,,,,
Module.xml,Key,Numpad2,,,,,,
Module.xml,Key,Numpad3,,,,,,
Module.xml,Key,Numpad4,,,,,,
Module.xml,Key,Numpad5,,,,,,
Module.xml,Key,Numpad6,,,,,,
Module.xml,Key,Numpad7,,,,,,
Module.xml,Key,Numpad8,,,,,,
Module.xml,Key,Numpad9,,,,,,
Module.xml,Key,NumpadAdd,,,,,,
Module.xml,Key,NumpadClear,,,,,,
Module.xml,Key,NumpadDel,,,,,,
Module.xml,Key,NumpadDiv,,,,,,
Module.xml,Key,NumpadDot,,,,,,
Module.xml,Key,NumpadDown,,,,,,
Module.xml,Key,NumpadEnd,,,,,,
Module.xml,Key,NumpadEnter,,,,,,
Module.xml,Key,NumpadHome,,,,,,
Module.xml,Key,NumpadIns,,,,,,
Module.xml,Key,NumpadLeft,,,,,,
Module.xml,Key,NumpadMult,,,,,,
Module.xml,Key,NumpadPgdn,,,,,,
Module.xml,Key,NumpadPgup,,,,,,
Module.xml,Key,NumpadRight,,,,,,
Module.xml,Key,NumpadSub,,,,,,
Module.xml,Key,NumpadUp,,,,,,
Module.xml,Key,NumPut,,,,,,"(Number, VarOrAddress [, Offset = 0][, Type = ""UPtr""])"
Module.xml,Key,ObjAddRef,,,,,,(Ptr)
Module.xml,Key,ObjClone,,,,,,(Object)
Module.xml,Key,ObjCount,,,,,,(Object)
Module.xml,Key,Object,,,,,,
Module.xml,Key,ObjGetAddress,,,,,,"(Object, Key)"
Module.xml,Key,ObjGetBase,,,,,,(Object)
Module.xml,Key,ObjGetCapacity,,,,,,"(Object, Key)"
Module.xml,Key,ObjHasKey,,,,,,"(Object, Key)"
Module.xml,Key,ObjInsert,,,,,,"(Object, Index, Values...); (Object, Value); (Object, Key, Value)"
Module.xml,Key,ObjMaxIndex,,,,,,(Object)
Module.xml,Key,ObjMinIndex,,,,,,(Object)
Module.xml,Key,ObjNewEnum,,,,,,(Object)
Module.xml,Key,ObjRawGet,,,,,,"(Object, Key)"
Module.xml,Key,ObjRawSet,,,,,,"(Object, Key, Value)"
Module.xml,Key,ObjRelease,,,,,,(Ptr)
Module.xml,Key,ObjRemove,,,,,,"(Object, Key); (Object, First, Last)"
Module.xml,Key,ObjSetBase,,,,,,"(Object, BaseObject)"
Module.xml,Key,ObjSetCapacity,,,,,,"(Object, MaxItems); (Object, Key, ByteSize)"
Module.xml,Key,Off,,,,,,
Module.xml,Key,OK,,,,,,
Module.xml,Key,On,,,,,,
Module.xml,Key,OnClipboardChange,,,,,,"(Func [, AddRemove])"
Module.xml,Key,OnError,,,,,,"(Func [, AddRemove])"
Module.xml,Key,OnExit,,,,,,"(Func [, AddRemove]); [, Label]"
Module.xml,Key,OnMessage,,,,,,"(MsgNumber [, Function, MaxThreads])"
Module.xml,Key,Or,,,,,,
Module.xml,Key,Ord,,,,,,(String)
Module.xml,Key,OutputDebug,,,,,,Text
Module.xml,Key,OwnDialogs,,,,,,
Module.xml,Key,Owner,,,,,,
Module.xml,Key,Parent,,,,,,
Module.xml,Key,Parse,,,,,,
Module.xml,Key,Password,,,,,,
Module.xml,Key,Pause,,,,,,"[, On|Off|Toggle, OperateOnUnderlyingThread?]"
Module.xml,Key,PgDn,,,,,,
Module.xml,Key,PgUp,,,,,,
Module.xml,Key,Pic,,,,,,
Module.xml,Key,Picture,,,,,,
Module.xml,Key,PID,,,,,,
Module.xml,Key,Pixel,,,,,,
Module.xml,Key,PixelGetColor,,,,,,"OutputVar, X, Y [, Alt|Slow|RGB]"
Module.xml,Key,PixelSearch,,,,,,"OutputVarX, OutputVarY, X1, Y1, X2, Y2, ColorID [, Variation, Fast|RGB]"
Module.xml,Key,Pos,,,,,,
Module.xml,Key,PostMessage,,,,,,"Msg [, wParam, lParam, Control, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,Pow,,,,,,
Module.xml,Key,PrintScreen,,,,,,
Module.xml,Key,Priority,,,,,,
Module.xml,Key,Process,,,,,,"Cmd [, PID-or-Name, Param3]"
Module.xml,Key,ProcessName,,,,,,
Module.xml,Key,ProcessPath,,,,,,
Module.xml,Key,ProgramFiles,,,,,,
Module.xml,Key,Progress,,,,,,"ProgressParam1 [, SubText, MainText, WinTitle, FontName]; Off"
Module.xml,Key,Radio,,,,,,
Module.xml,Key,RAlt,,,,,,
Module.xml,Key,Random,,,,,,"OutputVar [, Min, Max]; ,, NewSeed"
Module.xml,Key,Range,,,,,,
Module.xml,Key,Raw,,,,,,
Module.xml,Key,RButton,,,,,,
Module.xml,Key,RControl,,,,,,
Module.xml,Key,RCtrl,,,,,,
Module.xml,Key,Read,,,,,,
Module.xml,Key,ReadOnly,,,,,,
Module.xml,Key,Realtime,,,,,,
Module.xml,Key,Redraw,,,,,,
Module.xml,Key,REG_BINARY,,,,,,
Module.xml,Key,REG_DWORD,,,,,,
Module.xml,Key,REG_EXPAND_SZ,,,,,,
Module.xml,Key,REG_MULTI_SZ,,,,,,
Module.xml,Key,REG_SZ,,,,,,
Module.xml,Key,RegDelete,,,,,,"RootKey\SubKey [, ValueName]  ; v1.1.21+; RootKey, SubKey [, ValueName]"
Module.xml,Key,RegEx,,,,,,
Module.xml,Key,RegExMatch,,,,,,"(Haystack, NeedleRegEx [, UnquotedOutputVar = """", StartingPosition = 1])"
Module.xml,Key,RegExReplace,,,,,,"(Haystack, NeedleRegEx [, Replacement = """", OutputVarCount = """", Limit = -1, StartingPosition = 1])"
Module.xml,Key,Region,,,,,,
Module.xml,Key,RegisterCallback,,,,,,"(""FunctionName"" [, Options = """", ParamCount = FormalCount, EventInfo = Address])"
Module.xml,Key,RegRead,,,,,,"OutputVar, RootKey\SubKey [, ValueName]; OutputVar, RootKey, SubKey [, ValueName]"
Module.xml,Key,RegWrite,,,,,,"ValueType, RootKey\SubKey [, ValueName, Value]; ValueType, RootKey, SubKey [, ValueName, Value]"
Module.xml,Key,Relative,,,,,,
Module.xml,Key,Reload,,,,,,
Module.xml,Key,Rename,,,,,,
Module.xml,Key,Report,,,,,,
Module.xml,Key,Resize,,,,,,
Module.xml,Key,Restore,,,,,,
Module.xml,Key,Retry,,,,,,
Module.xml,Key,Return,,,,,,"[, Expression]"
Module.xml,Key,RGB,,,,,,
Module.xml,Key,Right,,,,,,
Module.xml,Key,Round,,,,,,"(Number [, N])"
Module.xml,Key,RShift,,,,,,
Module.xml,Key,RTrim,,,,,,"(String, OmitChars = "" `t"")"
Module.xml,Key,RTrim0,,,,,,
Module.xml,Key,Run,,,,,,"Target [, WorkingDir, Max|Min|Hide|UseErrorLevel, OutputVarPID]"
Module.xml,Key,RunAs,,,,,,"[, User, Password, Domain]"
Module.xml,Key,RunWait,,,,,,"Target [, WorkingDir, Max|Min|Hide|UseErrorLevel, OutputVarPID]"
Module.xml,Key,RWin,,,,,,
Module.xml,Key,RWinDown,,,,,,
Module.xml,Key,RWinUp,,,,,,
Module.xml,Key,SB_SetIcon,,,,,,"(Filename [, IconNumber, PartNumber])"
Module.xml,Key,SB_SetParts,,,,,,"([Width1, Width2, ... Width255])"
Module.xml,Key,SB_SetText,,,,,,"(NewText [, PartNumber, Style])"
Module.xml,Key,Screen,,,,,,
Module.xml,Key,ScrollLock,,,,,,
Module.xml,Key,Seconds,,,,,,
Module.xml,Key,Section,,,,,,
Module.xml,Key,Selected,,,,,,
Module.xml,Key,Send,,,,,,Keys
Module.xml,Key,SendAndMouse,,,,,,
Module.xml,Key,SendEvent,,,,,,Keys
Module.xml,Key,SendInput,,,,,,Keys
Module.xml,Key,SendLevel,,,,,,Level
Module.xml,Key,SendMessage,,,,,,"Msg [, wParam, lParam, Control, WinTitle, WinText, ExcludeTitle, ExcludeText, Timeout]"
Module.xml,Key,SendMode,,,,,,Input|Play|Event|InputThenPlay
Module.xml,Key,SendPlay,,,,,,Keys
Module.xml,Key,SendRaw,,,,,,Keys
Module.xml,Key,Serial,,,,,,
Module.xml,Key,SetBatchLines,,,,,,20ms; LineCount
Module.xml,Key,SetCapsLockState,,,,,,"[, State]"
Module.xml,Key,SetControlDelay,,,,,,Delay
Module.xml,Key,SetDefaultMouseSpeed,,,,,,Speed
Module.xml,Key,SetEnv,,,,,,"Var, Value"
Module.xml,Key,SetFormat,,,,,,"NumberType, Format"
Module.xml,Key,SetKeyDelay,,,,,,"[, Delay, PressDuration, Play]"
Module.xml,Key,SetLabel,,,,,,
Module.xml,Key,SetMouseDelay,,,,,,"Delay [, Play]"
Module.xml,Key,SetNumLockState,,,,,,"[, State]"
Module.xml,Key,SetRegView,,,,,,RegView
Module.xml,Key,SetScrollLockState,,,,,,"[, State]"
Module.xml,Key,SetStoreCapslockMode,,,,,,On|Off
Module.xml,Key,SetTimer,,,,,,"[, Label, Period|On|Off|Delete, Priority]"
Module.xml,Key,SetTitleMatchMode,,,,,,MatchMode (1|2|3|RegEx); Fast|Slow
Module.xml,Key,SetWinDelay,,,,,,Delay
Module.xml,Key,SetWorkingDir,,,,,,DirName
Module.xml,Key,Shift,,,,,,
Module.xml,Key,ShiftAltTab,,,,,,
Module.xml,Key,ShiftDown,,,,,,
Module.xml,Key,ShiftUp,,,,,,
Module.xml,Key,Show,,,,,,
Module.xml,Key,ShowDropDown,,,,,,
Module.xml,Key,Shutdown,,,,,,Code
Module.xml,Key,Sin,,,,,,(Number)
Module.xml,Key,Single,,,,,,
Module.xml,Key,Sleep,,,,,,DelayInMilliseconds
Module.xml,Key,Slider,,,,,,
Module.xml,Key,Sort,,,,,,"VarName [, Options]"
Module.xml,Key,SortDesc,,,,,,
Module.xml,Key,SoundBeep,,,,,,"[, Frequency, Duration]"
Module.xml,Key,SoundGet,,,,,,"OutputVar [, ComponentType, ControlType, DeviceNumber]"
Module.xml,Key,SoundGetWaveVolume,,,,,,"OutputVar [, DeviceNumber]"
Module.xml,Key,SoundPlay,,,,,,"Filename [, wait]"
Module.xml,Key,SoundSet,,,,,,"NewSetting [, ComponentType, ControlType, DeviceNumber]"
Module.xml,Key,SoundSetWaveVolume,,,,,,"Percent [, DeviceNumber]"
Module.xml,Key,Space,,,,,,
Module.xml,Key,SplashImage,,,,,,"[, ImageFile, Options, SubText, MainText, WinTitle, FontName]; Off"
Module.xml,Key,SplashTextOff,,,,,,
Module.xml,Key,SplashTextOn,,,,,,"[, Width, Height, Title, Text]"
Module.xml,Key,SplitPath,,,,,,"InputVar [, OutFileName, OutDir, OutExtension, OutNameNoExt, OutDrive]"
Module.xml,Key,Sqrt,,,,,,(Number)
Module.xml,Key,Standard,,,,,,
Module.xml,Key,Static,,,,,,
Module.xml,Key,Status,,,,,,
Module.xml,Key,StatusBar,,,,,,
Module.xml,Key,StatusBarGetText,,,,,,"OutputVar [, Part#, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,StatusBarWait,,,,,,"[, BarText, Seconds, Part#, WinTitle, WinText, Interval, ExcludeTitle, ExcludeText]"
Module.xml,Key,StatusCD,,,,,,
Module.xml,Key,StrGet,,,,,,"(Address [, Length] [, Encoding = None ] )"
Module.xml,Key,Strike,,,,,,
Module.xml,Key,StringCaseSense,,,,,,On|Off|Locale
Module.xml,Key,StringGetPos,,,,,,"OutputVar, InputVar, SearchText [, L#|R#, Offset]"
Module.xml,Key,StringLeft,,,,,,"OutputVar, InputVar, Count"
Module.xml,Key,StringLen,,,,,,"OutputVar, InputVar"
Module.xml,Key,StringLower,,,,,,"OutputVar, InputVar [, T]"
Module.xml,Key,StringMid,,,,,,"OutputVar, InputVar, StartChar [, Count , L]"
Module.xml,Key,StringReplace,,,,,,"OutputVar, InputVar, SearchText [, ReplaceText, ReplaceAll?]"
Module.xml,Key,StringRight,,,,,,"OutputVar, InputVar, Count"
Module.xml,Key,StringSplit,,,,,,"OutputArray, InputVar [, Delimiters, OmitChars]"
Module.xml,Key,StringTrimLeft,,,,,,"OutputVar, InputVar, Count"
Module.xml,Key,StringTrimRight,,,,,,"OutputVar, InputVar, Count"
Module.xml,Key,StringUpper,,,,,,"OutputVar, InputVar [, T]"
Module.xml,Key,StrLen,,,,,,(InputVar)
Module.xml,Key,StrPut,,,,,,"(String, Address [, Length] [, Encoding = None ]); (String [, Encoding = None ])"
Module.xml,Key,StrReplace,,,,,,"(Haystack, SearchText [, ReplaceText, OutputVarCount, Limit := -1])"
Module.xml,Key,StrSplit,,,,,,"(String [, Delimiters, OmitChars])"
Module.xml,Key,Style,,,,,,
Module.xml,Key,Submit,,,,,,
Module.xml,Key,SubStr,,,,,,"(String, StartingPos [, Length])"
Module.xml,Key,Suspend,,,,,,"[, On|Off|Toggle|Permit]"
Module.xml,Key,SysGet,,,,,,"OutputVar, Sub-command [, Param3]"
Module.xml,Key,SysMenu,,,,,,
Module.xml,Key,Tab,,,,,,
Module.xml,Key,Tab2,,,,,,
Module.xml,Key,Tab3,,,,,,
Module.xml,Key,TabLeft,,,,,,
Module.xml,Key,TabRight,,,,,,
Module.xml,Key,TabStop,,,,,,
Module.xml,Key,Tan,,,,,,(Number)
Module.xml,Key,Text,,,,,,
Module.xml,Key,Theme,,,,,,
Module.xml,Key,Thread,,,,,,"NoTimers [, false]; Priority, n; Interrupt [, Duration, LineCount]"
Module.xml,Key,Throw,,,,,,"[, Expression]"
Module.xml,Key,Tile,,,,,,
Module.xml,Key,Time,,,,,,
Module.xml,Key,Tip,,,,,,
Module.xml,Key,ToCodePage,,,,,,
Module.xml,Key,ToggleCheck,,,,,,
Module.xml,Key,ToggleEnable,,,,,,
Module.xml,Key,ToolTip,,,,,,"[, Text, X, Y, WhichToolTip]"
Module.xml,Key,ToolWindow,,,,,,
Module.xml,Key,Top,,,,,,
Module.xml,Key,Topmost,,,,,,
Module.xml,Key,TransColor,,,,,,
Module.xml,Key,Transform,,,,,,"OutputVar, Cmd, Value1 [, Value2]"
Module.xml,Key,Transparent,,,,,,
Module.xml,Key,Tray,,,,,,
Module.xml,Key,TrayTip,,,,,,"[, Title, Text, Seconds, Options]"
Module.xml,Key,TreeView,,,,,,
Module.xml,Key,Trim,,,,,,"(String, OmitChars = "" `t"")"
Module.xml,Key,True,,,,,,
Module.xml,Key,Try,,,,,,
Module.xml,Key,TryAgain,,,,,,
Module.xml,Key,TV_Add,,,,,,"(Name, [ParentItemID, Options])"
Module.xml,Key,TV_Delete,,,,,,([ItemID])
Module.xml,Key,TV_Get,,,,,,"(ItemID, ""Expand | Check | Bold"")"
Module.xml,Key,TV_GetChild,,,,,,(ParentItemID)
Module.xml,Key,TV_GetCount,,,,,,
Module.xml,Key,TV_GetNext,,,,,,"([ItemID, ""Checked | Full""])"
Module.xml,Key,TV_GetParent,,,,,,(ItemID)
Module.xml,Key,TV_GetPrev,,,,,,(ItemID)
Module.xml,Key,TV_GetSelection,,,,,,
Module.xml,Key,TV_GetText,,,,,,"(OutputVar, ItemID)"
Module.xml,Key,TV_Modify,,,,,,"(ItemID [, Options, NewName])"
Module.xml,Key,TV_SetImageList,,,,,,"(ImageListID [, 0|2])"
Module.xml,Key,Type,,,,,,
Module.xml,Key,Uncheck,,,,,,
Module.xml,Key,Underline,,,,,,
Module.xml,Key,Unicode,,,,,,
Module.xml,Key,Unlock,,,,,,
Module.xml,Key,Until,,,,,,Expression
Module.xml,Key,Up,,,,,,
Module.xml,Key,UpDown,,,,,,
Module.xml,Key,Upper,,,,,,
Module.xml,Key,Uppercase,,,,,,
Module.xml,Key,URLDownloadToFile,,,,,,"URL, Filename"
Module.xml,Key,UseEnv,,,,,,
Module.xml,Key,UseErrorLevel,,,,,,
Module.xml,Key,UseUnsetGlobal,,,,,,
Module.xml,Key,UseUnsetLocal,,,,,,
Module.xml,Key,VarSetCapacity,,,,,,"(UnquotedVarName [, RequestedCapacity, FillByte])"
Module.xml,Key,Vertical,,,,,,
Module.xml,Key,Vis,,,,,,
Module.xml,Key,VisFirst,,,,,,
Module.xml,Key,Visible,,,,,,
Module.xml,Key,Volume_Down,,,,,,
Module.xml,Key,Volume_Mute,,,,,,
Module.xml,Key,Volume_Up,,,,,,
Module.xml,Key,VScroll,,,,,,
Module.xml,Key,Wait,,,,,,
Module.xml,Key,WaitClose,,,,,,
Module.xml,Key,WantCtrlA,,,,,,
Module.xml,Key,WantF2,,,,,,
Module.xml,Key,WantReturn,,,,,,
Module.xml,Key,WantTab,,,,,,
Module.xml,Key,WheelDown,,,,,,
Module.xml,Key,WheelLeft,,,,,,
Module.xml,Key,WheelRight,,,,,,
Module.xml,Key,WheelUp,,,,,,
Module.xml,Key,While,,,,,,Expression
Module.xml,Key,WinActivate,,,,,,"[, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinActivateBottom,,,,,,"[, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinActive,,,,,,"(""WinTitle"", ""WinText"", ""ExcludeTitle"", ""ExcludeText"")"
Module.xml,Key,WinClose,,,,,,"[, WinTitle, WinText, SecondsToWait, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinExist,,,,,,"(""WinTitle"", ""WinText"", ""ExcludeTitle"", ""ExcludeText"")"
Module.xml,Key,WinGet,,,,,,"OutputVar [, Cmd, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinGetActiveStats,,,,,,"Title, Width, Height, X, Y"
Module.xml,Key,WinGetActiveTitle,,,,,,OutputVar
Module.xml,Key,WinGetClass,,,,,,"OutputVar [, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinGetPos,,,,,,"X, Y, Width, Height, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinGetText,,,,,,"OutputVar [, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinGetTitle,,,,,,"OutputVar [, WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinHide,,,,,,"[WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinKill,,,,,,"WinTitle, WinText, SecondsToWait, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinMaximize,,,,,,"[WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinMenuSelectItem,,,,,,"WinTitle, WinText, Menu [, SubMenu1, SubMenu2, SubMenu3, SubMenu4, SubMenu5, SubMenu6, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinMinimize,,,,,,"[WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinMinimizeAll,,,,,,
Module.xml,Key,WinMinimizeAllUndo,,,,,,
Module.xml,Key,WinMove,,,,,,"WinTitle, WinText, X, Y [, Width, Height, ExcludeTitle, ExcludeText]; X, Y"
Module.xml,Key,WinRestore,,,,,,"[WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinSet,,,,,,"Attribute, Value [, WinTitle, WinText,  ExcludeTitle, ExcludeText]"
Module.xml,Key,WinSetTitle,,,,,,"WinTitle, WinText, NewTitle [, ExcludeTitle, ExcludeText]; NewTitle"
Module.xml,Key,WinShow,,,,,,"[WinTitle, WinText, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinWait,,,,,,"WinTitle, WinText, Seconds, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinWaitActive,,,,,,"WinTitle, WinText, Seconds, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinWaitClose,,,,,,"WinTitle, WinText, Seconds, ExcludeTitle, ExcludeText]"
Module.xml,Key,WinWaitNotActive,,,,,,"WinTitle, WinText, Seconds, ExcludeTitle, ExcludeText]"
Module.xml,Key,Wrap,,,,,,
Module.xml,Key,XButton1,,,,,,
Module.xml,Key,XButton2,,,,,,
Module.xml,Key,Xdigit,,,,,,
Module.xml,Key,xm,,,,,,
Module.xml,Key,xp,,,,,,
Module.xml,Key,xs,,,,,,
Module.xml,Key,Yes,,,,,,
Module.xml,Key,ym,,,,,,
Module.xml,Key,yp,,,,,,
Module.xml,Key,ys,,,,,,
Operators.xml,Operator,(Expression),,,(Expression),,"Any sub-expression enclosed in parentheses. For example, (3 + 2) * 2 forces 3 + 2 to be evaluated first. For a multi-statement expression, the result of the last statement is returned. For example, (a := 1, b := 2, c := 3) returns 3.",
Operators.xml,Operator,Fn(),,,Fn(),,"Function call. There must be no space between the function name or expression and the open parenthesis which begins the parameter list. For details, see Function Calls.",
Operators.xml,Operator,Fn(Params*),,,Fn(Params*),,"Variadic function call. Params is an enumerable object (an object with an __Enum method), such as an Array containing parameter values.",
Operators.xml,Operator,x[y],,,x[y],,"Item access. Get or set the __Item property (or default property) of object x with the parameter y (or multiple parameters in place of y). This typically corresponds to an array element or item within a collection, where y is the item's index or key. The item can be assigned a value by using any assignment operator immediately after the closing bracket. For example, x[y] := z.",
Operators.xml,Operator,"[1, 2]",,,"[1, 2]",,"Array literal. If the open-bracket is not preceded by a value (or a sub-expression which yields a value), it is interpreted as the beginning of an array literal. For example, [a, b, c] is equivalent to Array(a, b, c) (a, b and c are variables).",
Operators.xml,Operator,"{a:1, b:2}",,,"{a:1, b:2}",,"Object literal. Create an Object. Each pair consists of a literal property name a and a property value expression b. For example, x := {a: b} is equivalent to x := Object(), x.a := b. Base may be set within the object literal, but all other properties are set as own value properties, potentially overriding properties inherited from the base object.",
Operators.xml,Operator,%Expression%,,,%Expression%,,Dereference or name substitution.,
Operators.xml,Operator,x.y,,,x.y,,"Member access. Get or set a value or call a method of object x, where y is a literal name and z is an expression which evaluates to a name. See object syntax.",
Operators.xml,Operator,x.%z%,,,x.%z%,,"Member access. Get or set a value or call a method of object x, where y is a literal name and z is an expression which evaluates to a name. See object syntax.",
Operators.xml,Operator,var?,,,var?,,"Maybe. Permits the variable to be unset. This is valid only when passing a variable to an optional parameter, array element or object literal; or on the right-hand side of a direct assignment. The question mark must be followed by one of the following symbols (ignoring whitespace): )]},:. The variable may be passed conditionally via the ternary operator or on the right-hand side of AND/OR.",
Operators.xml,Operator,++,,,++,,"Pre- and post-increment. Adds 1 to a variable. The operator may appear either before or after the variable's name. If it appears before the name, the operation is performed and its result is used by the next operation (the result is a variable reference in this case). For example, Var := ++X increments X and then assigns its value to Var. Conversely, if the operator appears after the variable's name, the result is the value of X prior to performing the operation. For example, Var := X++ increments X but Var receives the value X had before it was incremented.",
Operators.xml,Operator,--,,,--,,"Pre- and post-decrement. Subtracts 1 from a variable. The operator may appear either before or after the variable's name. If it appears before the name, the operation is performed and its result is used by the next operation (the result is a variable reference in this case). For example, Var := ++X increments X and then assigns its value to Var. Conversely, if the operator appears after the variable's name, the result is the value of X prior to performing the operation. For example, Var := X++ increments X but Var receives the value X had before it was incremented.",
Operators.xml,Operator,**,,,**,,"Power. Example usage: base**exponent. Both base and exponent may contain a decimal point. If exponent is negative, the result will be formatted as a floating point number even if base and exponent are both integers. Since ** is of higher precedence than unary minus, -2**2 is evaluated like -(2**2) and so yields -4. Thus, to raise a literal negative number to a power, enclose it in parentheses such as (-2)**2.",
Operators.xml,Operator,-,,,-,,Unary minus (-): Inverts the sign of its operand.,
Operators.xml,Operator,+,,,+,,"Unary plus (+): +N is equivalent to -(-N). This has no effect when applied to a pure number, but can be used to convert numeric strings to pure numbers.",
Operators.xml,Operator,!,,,!,,"Logical-not (!): If the operand is blank or 0, the result of applying logical-not is 1, which means ""true"". Otherwise, the result is 0 (false). For example: !x or !(y and z). Note: The word NOT is synonymous with ! except that ! has a higher precedence. Consecutive unary operators such as !!Var are allowed because they are evaluated in right-to-left order.",
Operators.xml,Operator,~,,,~,,"Bitwise-not (~): This inverts each bit of its operand. As 64-bit signed integers are used, a positive input value will always give a negative result and vice versa. For example, ~0xf0f evaluates to -0xf10 (-3856), which is binary equivalent to 0xfffffffffffff0f0. If an unsigned 32-bit value is intended, the result can be truncated with result & 0xffffffff. If the operand is a floating point value, a TypeError is thrown.",
