"Name","CommandType","Source"
"Get-SystemDriver","Cmdlet","ConfigCI"
"Get-SystemPreferredUILanguage","Cmdlet","LanguagePackManagement"
"Get-TimeZone","Cmdlet","Microsoft.PowerShell.Management"
"Get-TlsCipherSuite","Cmdlet","TLS"
"Get-TlsEccCurve","Cmdlet","TLS"
"Get-Tpm","Cmdlet","TrustedPlatformModule"
"Get-TpmEndorsementKeyInfo","Cmdlet","TrustedPlatformModule"
"Get-TpmSupportedFeature","Cmdlet","TrustedPlatformModule"
"Get-TraceSource","Cmdlet","Microsoft.PowerShell.Utility"
"Get-TroubleshootingPack","Cmdlet","TroubleshootingPack"
"Get-TrustedProvisioningCertificate","Cmdlet","Provisioning"
"Get-TypeData","Cmdlet","Microsoft.PowerShell.Utility"
"Get-UICulture","Cmdlet","Microsoft.PowerShell.Utility"
"Get-Unique","Cmdlet","Microsoft.PowerShell.Utility"
"Get-Uptime","Cmdlet","Microsoft.PowerShell.Utility"
"Get-Variable","Cmdlet","Microsoft.PowerShell.Utility"
"Get-Verb","Cmdlet","Microsoft.PowerShell.Utility"
"Get-VHD","Cmdlet","Hyper-V"
"Get-VHDSet","Cmdlet","Hyper-V"
"Get-VHDSnapshot","Cmdlet","Hyper-V"
"Get-VM","Cmdlet","Hyper-V"
"Get-VMAssignableDevice","Cmdlet","Hyper-V"
"Get-VMBios","Cmdlet","Hyper-V"
"Get-VMComPort","Cmdlet","Hyper-V"
"Get-VMConnectAccess","Cmdlet","Hyper-V"
"Get-VMDvdDrive","Cmdlet","Hyper-V"
"Get-VMFibreChannelHba","Cmdlet","Hyper-V"
"Get-VMFirmware","Cmdlet","Hyper-V"
"Get-VMFloppyDiskDrive","Cmdlet","Hyper-V"
"Get-VMGpuPartitionAdapter","Cmdlet","Hyper-V"
"Get-VMGroup","Cmdlet","Hyper-V"
"Get-VMHardDiskDrive","Cmdlet","Hyper-V"
"Get-VMHost","Cmdlet","Hyper-V"
"Get-VMHostAssignableDevice","Cmdlet","Hyper-V"
"Get-VMHostCluster","Cmdlet","Hyper-V"
"Get-VMHostNumaNode","Cmdlet","Hyper-V"
"Get-VMHostNumaNodeStatus","Cmdlet","Hyper-V"
"Get-VMHostPartitionableGpu","Cmdlet","Hyper-V"
"Get-VMHostSupportedVersion","Cmdlet","Hyper-V"
"Get-VMIdeController","Cmdlet","Hyper-V"
"Get-VMIntegrationService","Cmdlet","Hyper-V"
"Get-VMKeyProtector","Cmdlet","Hyper-V"
"Get-VMKeyStorageDrive","Cmdlet","Hyper-V"
"Get-VMMemory","Cmdlet","Hyper-V"
"Get-VMMigrationNetwork","Cmdlet","Hyper-V"
"Get-VMNetworkAdapter","Cmdlet","Hyper-V"
"Get-VMNetworkAdapterAcl","Cmdlet","Hyper-V"
"Get-VMNetworkAdapterExtendedAcl","Cmdlet","Hyper-V"
"Get-VMNetworkAdapterFailoverConfiguration","Cmdlet","Hyper-V"
"Get-VMNetworkAdapterIsolation","Cmdlet","Hyper-V"
"Get-VMNetworkAdapterRdma","Cmdlet","Hyper-V"
"Get-VMNetworkAdapterRoutingDomainMapping","Cmdlet","Hyper-V"
"Get-VMNetworkAdapterTeamMapping","Cmdlet","Hyper-V"
"Get-VMNetworkAdapterVlan","Cmdlet","Hyper-V"
"Get-VMPartitionableGpu","Cmdlet","Hyper-V"
"Get-VMPmemController","Cmdlet","Hyper-V"
"Get-VMProcessor","Cmdlet","Hyper-V"
"Get-VMRemoteFx3dVideoAdapter","Cmdlet","Hyper-V"
"Get-VMRemoteFXPhysicalVideoAdapter","Cmdlet","Hyper-V"
"Get-VMReplication","Cmdlet","Hyper-V"
"Get-VMReplicationAuthorizationEntry","Cmdlet","Hyper-V"
"Get-VMReplicationServer","Cmdlet","Hyper-V"
"Get-VMResourcePool","Cmdlet","Hyper-V"
"Get-VMSan","Cmdlet","Hyper-V"
"Get-VMScsiController","Cmdlet","Hyper-V"
"Get-VMSecurity","Cmdlet","Hyper-V"
"Get-VMSnapshot","Cmdlet","Hyper-V"
"Get-VMStoragePath","Cmdlet","Hyper-V"
"Get-VMStorageSettings","Cmdlet","Hyper-V"
"Get-VMSwitch","Cmdlet","Hyper-V"
"Get-VMSwitchExtension","Cmdlet","Hyper-V"
"Get-VMSwitchExtensionPortData","Cmdlet","Hyper-V"
"Get-VMSwitchExtensionPortFeature","Cmdlet","Hyper-V"
"Get-VMSwitchExtensionSwitchData","Cmdlet","Hyper-V"
"Get-VMSwitchExtensionSwitchFeature","Cmdlet","Hyper-V"
"Get-VMSwitchTeam","Cmdlet","Hyper-V"
"Get-VMSystemSwitchExtension","Cmdlet","Hyper-V"
"Get-VMSystemSwitchExtensionPortFeature","Cmdlet","Hyper-V"
"Get-VMSystemSwitchExtensionSwitchFeature","Cmdlet","Hyper-V"
"Get-VMVideo","Cmdlet","Hyper-V"
"Get-WheaMemoryPolicy","Cmdlet","Whea"
"Get-WIMBootEntry","Cmdlet","Dism"
"Get-WinAcceptLanguageFromLanguageListOptOut","Cmdlet","International"
"Get-WinCultureFromLanguageListOptOut","Cmdlet","International"
"Get-WinDefaultInputMethodOverride","Cmdlet","International"
"Get-WindowsCapability","Cmdlet","Dism"
"Get-WindowsDeveloperLicense","Cmdlet","WindowsDeveloperLicense"
"Get-WindowsDriver","Cmdlet","Dism"
"Get-WindowsEdition","Cmdlet","Dism"
"Get-WindowsErrorReporting","Cmdlet","WindowsErrorReporting"
"Get-WindowsImage","Cmdlet","Dism"
"Get-WindowsImageContent","Cmdlet","Dism"
"Get-WindowsOptionalFeature","Cmdlet","Dism"
"Get-WindowsPackage","Cmdlet","Dism"
"Get-WindowsReservedStorageState","Cmdlet","Dism"
"Get-WindowsSearchSetting","Cmdlet","WindowsSearch"
"Get-WinEvent","Cmdlet","Microsoft.PowerShell.Diagnostics"
"Get-WinGetPackage","Cmdlet","Microsoft.WinGet.Client"
"Get-WinGetSettings","Cmdlet","Microsoft.WinGet.Client"
"Get-WinGetSource","Cmdlet","Microsoft.WinGet.Client"
"Get-WinGetUserSettings","Cmdlet","Microsoft.WinGet.Client"
"Get-WinGetVersion","Cmdlet","Microsoft.WinGet.Client"
"Get-WinHomeLocation","Cmdlet","International"
"Get-WinLanguageBarOption","Cmdlet","International"
"Get-WinSystemLocale","Cmdlet","International"
"Get-WinUILanguageOverride","Cmdlet","International"
"Get-WinUserLanguageList","Cmdlet","International"
"Get-WSManCredSSP","Cmdlet","Microsoft.WSMan.Management"
"Get-WSManInstance","Cmdlet","Microsoft.WSMan.Management"
"Grant-VMConnectAccess","Cmdlet","Hyper-V"
"Group-Object","Cmdlet","Microsoft.PowerShell.Utility"
"Import-Alias","Cmdlet","Microsoft.PowerShell.Utility"
"Import-BcdStore","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Import-BinaryMiLog","Cmdlet","CimCmdlets"
"Import-Certificate","Cmdlet","PKI"
"Import-Clixml","Cmdlet","Microsoft.PowerShell.Utility"
"Import-Counter","Cmdlet","Microsoft.PowerShell.Diagnostics"
"Import-Csv","Cmdlet","Microsoft.PowerShell.Utility"
"Import-GcSqlInstance","Cmdlet","GoogleCloud"
"Import-LocalizedData","Cmdlet","Microsoft.PowerShell.Utility"
"Import-Module","Cmdlet","Microsoft.PowerShell.Core"
"Import-PackageProvider","Cmdlet","PackageManagement"
"Import-PfxCertificate","Cmdlet","PKI"
"Import-PowerShellDataFile","Cmdlet","Microsoft.PowerShell.Utility"
"Import-PSSession","Cmdlet","Microsoft.PowerShell.Utility"
"Import-StartLayout","Cmdlet","StartLayout"
"Import-TpmOwnerAuth","Cmdlet","TrustedPlatformModule"
"Import-VM","Cmdlet","Hyper-V"
"Import-VMInitialReplication","Cmdlet","Hyper-V"
"Initialize-PmemPhysicalDevice","Cmdlet","PersistentMemory"
"Initialize-Tpm","Cmdlet","TrustedPlatformModule"
"Install-Language","Cmdlet","LanguagePackManagement"
"Install-Package","Cmdlet","PackageManagement"
"Install-PackageProvider","Cmdlet","PackageManagement"
"Install-ProvisioningPackage","Cmdlet","Provisioning"
"Install-PSResource","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Install-TrustedProvisioningCertificate","Cmdlet","Provisioning"
"Install-WinGetPackage","Cmdlet","Microsoft.WinGet.Client"
"Invoke-CimMethod","Cmdlet","CimCmdlets"
"Invoke-Command","Cmdlet","Microsoft.PowerShell.Core"
"Invoke-CommandInDesktopPackage","Cmdlet","Appx"
"Invoke-DscResource","Cmdlet","PSDesiredStateConfiguration"
"Invoke-Expression","Cmdlet","Microsoft.PowerShell.Utility"
"Invoke-GcSqlInstanceFailover","Cmdlet","GoogleCloud"
"Invoke-History","Cmdlet","Microsoft.PowerShell.Core"
"Invoke-Item","Cmdlet","Microsoft.PowerShell.Management"
"Invoke-LapsPolicyProcessing","Cmdlet","LAPS"
"Invoke-RestMethod","Cmdlet","Microsoft.PowerShell.Utility"
"Invoke-TroubleshootingPack","Cmdlet","TroubleshootingPack"
"Invoke-WebRequest","Cmdlet","Microsoft.PowerShell.Utility"
"Invoke-WSManAction","Cmdlet","Microsoft.WSMan.Management"
"Join-DtcDiagnosticResourceManager","Cmdlet","MsDtc"
"Join-Path","Cmdlet","Microsoft.PowerShell.Management"
"Join-String","Cmdlet","Microsoft.PowerShell.Utility"
"Measure-Command","Cmdlet","Microsoft.PowerShell.Utility"
"Measure-Object","Cmdlet","Microsoft.PowerShell.Utility"
"Measure-VM","Cmdlet","Hyper-V"
"Measure-VMReplication","Cmdlet","Hyper-V"
"Measure-VMResourcePool","Cmdlet","Hyper-V"
"Merge-CIPolicy","Cmdlet","ConfigCI"
"Merge-VHD","Cmdlet","Hyper-V"
"Mount-AppxVolume","Cmdlet","Appx"
"Mount-VHD","Cmdlet","Hyper-V"
"Mount-VMHostAssignableDevice","Cmdlet","Hyper-V"
"Mount-WindowsImage","Cmdlet","Dism"
"Move-AppxPackage","Cmdlet","Appx"
"Move-Item","Cmdlet","Microsoft.PowerShell.Management"
"Move-ItemProperty","Cmdlet","Microsoft.PowerShell.Management"
"Move-VM","Cmdlet","Hyper-V"
"Move-VMStorage","Cmdlet","Hyper-V"
"New-Alias","Cmdlet","Microsoft.PowerShell.Utility"
"New-AppLockerPolicy","Cmdlet","AppLocker"
"New-BcdEntry","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"New-BcdStore","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"New-BqDataset","Cmdlet","GoogleCloudBeta"
"New-BqSchema","Cmdlet","GoogleCloudBeta"
"New-BqTable","Cmdlet","GoogleCloudBeta"
"New-CertificateNotificationTask","Cmdlet","PKI"
"New-CimInstance","Cmdlet","CimCmdlets"
"New-CimSession","Cmdlet","CimCmdlets"
"New-CimSessionOption","Cmdlet","CimCmdlets"
"New-CIPolicy","Cmdlet","ConfigCI"
"New-CIPolicyRule","Cmdlet","ConfigCI"
"New-DtcDiagnosticTransaction","Cmdlet","MsDtc"
"New-Event","Cmdlet","Microsoft.PowerShell.Utility"
"New-FileCatalog","Cmdlet","Microsoft.PowerShell.Security"
"New-GcdResourceRecordSet","Cmdlet","GoogleCloud"
"New-GceAttachedDiskConfig","Cmdlet","GoogleCloud"
"New-GceDisk","Cmdlet","GoogleCloud"
"New-GceFirewallProtocol","Cmdlet","GoogleCloud"
"New-GceInstanceConfig","Cmdlet","GoogleCloud"
"New-GceNetwork","Cmdlet","GoogleCloud"
"New-GceServiceAccountConfig","Cmdlet","GoogleCloud"
"New-GcLogEntry","Cmdlet","GoogleCloud"
"New-GcLogMetric","Cmdlet","GoogleCloud"
"New-GcLogMonitoredResource","Cmdlet","GoogleCloud"
"New-GcLogSink","Cmdlet","GoogleCloud"
"New-GcpsMessage","Cmdlet","GoogleCloud"
"New-GcpsSubscription","Cmdlet","GoogleCloud"
"New-GcpsTopic","Cmdlet","GoogleCloud"
"New-GcsBucket","Cmdlet","GoogleCloud"
"New-GcsObject","Cmdlet","GoogleCloud"
"New-GcSqlInstanceConfig","Cmdlet","GoogleCloud"
"New-GcSqlInstanceReplicaConfig","Cmdlet","GoogleCloud"
"New-GcSqlSettingConfig","Cmdlet","GoogleCloud"
"New-GkeNodeConfig","Cmdlet","GoogleCloudBeta"
"New-GkeNodePool","Cmdlet","GoogleCloudBeta"
"New-Guid","Cmdlet","Microsoft.PowerShell.Utility"
"New-HgsTraceTarget","Cmdlet","HgsDiagnostics"
"New-Item","Cmdlet","Microsoft.PowerShell.Management"
"New-ItemProperty","Cmdlet","Microsoft.PowerShell.Management"
"New-JobTrigger","Cmdlet","PSScheduledJob"
"New-LocalGroup","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"New-LocalUser","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"New-Module","Cmdlet","Microsoft.PowerShell.Core"
"New-ModuleManifest","Cmdlet","Microsoft.PowerShell.Core"
"New-NetIPsecAuthProposal","Cmdlet","NetSecurity"
"New-NetIPsecMainModeCryptoProposal","Cmdlet","NetSecurity"
"New-NetIPsecQuickModeCryptoProposal","Cmdlet","NetSecurity"
"New-Object","Cmdlet","Microsoft.PowerShell.Utility"
"New-PmemDedicatedMemory","Cmdlet","PersistentMemory"
"New-PmemDisk","Cmdlet","PersistentMemory"
"New-ProvisioningRepro","Cmdlet","Provisioning"
"New-PSDrive","Cmdlet","Microsoft.PowerShell.Management"
"New-PSRoleCapabilityFile","Cmdlet","Microsoft.PowerShell.Core"
"New-PSScriptFileInfo","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"New-PSSession","Cmdlet","Microsoft.PowerShell.Core"
"New-PSSessionConfigurationFile","Cmdlet","Microsoft.PowerShell.Core"
"New-PSSessionOption","Cmdlet","Microsoft.PowerShell.Core"
"New-PSTransportOption","Cmdlet","Microsoft.PowerShell.Core"
"New-PSWorkflowExecutionOption","Cmdlet","PSWorkflow"
"New-ScheduledJobOption","Cmdlet","PSScheduledJob"
"New-SelfSignedCertificate","Cmdlet","PKI"
"New-Service","Cmdlet","Microsoft.PowerShell.Management"
"New-TemporaryFile","Cmdlet","Microsoft.PowerShell.Utility"
"New-TimeSpan","Cmdlet","Microsoft.PowerShell.Utility"
"New-TlsSessionTicketKey","Cmdlet","TLS"
"New-Variable","Cmdlet","Microsoft.PowerShell.Utility"
"New-VFD","Cmdlet","Hyper-V"
"New-VHD","Cmdlet","Hyper-V"
"New-VM","Cmdlet","Hyper-V"
"New-VMGroup","Cmdlet","Hyper-V"
"New-VMReplicationAuthorizationEntry","Cmdlet","Hyper-V"
"New-VMResourcePool","Cmdlet","Hyper-V"
"New-VMSan","Cmdlet","Hyper-V"
"New-VMSwitch","Cmdlet","Hyper-V"
"New-WindowsCustomImage","Cmdlet","Dism"
"New-WindowsImage","Cmdlet","Dism"
"New-WinEvent","Cmdlet","Microsoft.PowerShell.Diagnostics"
"New-WinUserLanguageList","Cmdlet","International"
"New-WSManInstance","Cmdlet","Microsoft.WSMan.Management"
"New-WSManSessionOption","Cmdlet","Microsoft.WSMan.Management"
"Optimize-AppxProvisionedPackages","Cmdlet","Dism"
"Optimize-VHD","Cmdlet","Hyper-V"
"Optimize-VHDSet","Cmdlet","Hyper-V"
"Optimize-WindowsImage","Cmdlet","Dism"
"Out-Default","Cmdlet","Microsoft.PowerShell.Core"
"Out-File","Cmdlet","Microsoft.PowerShell.Utility"
"Out-GridView","Cmdlet","Microsoft.PowerShell.Utility"
"Out-Host","Cmdlet","Microsoft.PowerShell.Core"
"Out-Null","Cmdlet","Microsoft.PowerShell.Core"
"Out-Printer","Cmdlet","Microsoft.PowerShell.Utility"
"Out-String","Cmdlet","Microsoft.PowerShell.Utility"
"Pop-Location","Cmdlet","Microsoft.PowerShell.Management"
"Protect-CmsMessage","Cmdlet","Microsoft.PowerShell.Security"
"Publish-DscConfiguration","Cmdlet","PSDesiredStateConfiguration"
"Publish-GcpsMessage","Cmdlet","GoogleCloud"
"Publish-PSResource","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Push-Location","Cmdlet","Microsoft.PowerShell.Management"
"Read-GcsObject","Cmdlet","GoogleCloud"
"Read-Host","Cmdlet","Microsoft.PowerShell.Utility"
"Receive-BqJob","Cmdlet","GoogleCloudBeta"
"Receive-DtcDiagnosticTransaction","Cmdlet","MsDtc"
"Receive-Job","Cmdlet","Microsoft.PowerShell.Core"
"Receive-PSSession","Cmdlet","Microsoft.PowerShell.Core"
"Register-ArgumentCompleter","Cmdlet","Microsoft.PowerShell.Core"
"Register-CimIndicationEvent","Cmdlet","CimCmdlets"
"Register-EngineEvent","Cmdlet","Microsoft.PowerShell.Utility"
"Register-ObjectEvent","Cmdlet","Microsoft.PowerShell.Utility"
"Register-PackageSource","Cmdlet","PackageManagement"
"Register-PSResourceRepository","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Register-PSSessionConfiguration","Cmdlet","Microsoft.PowerShell.Core"
"Register-ScheduledJob","Cmdlet","PSScheduledJob"
"Remove-Alias","Cmdlet","Microsoft.PowerShell.Utility"
"Remove-AppProvisionedSharedPackageContainer","Cmdlet","Dism"
"Remove-AppSharedPackageContainer","Cmdlet","Appx"
"Remove-AppxPackage","Cmdlet","Appx"
"Remove-AppxPackageAutoUpdateSettings","Cmdlet","Appx"
"Remove-AppxProvisionedPackage","Cmdlet","Dism"
"Remove-AppxVolume","Cmdlet","Appx"
"Remove-BcdElement","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Remove-BcdEntry","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Remove-BitsTransfer","Cmdlet","BitsTransfer"
"Remove-BqDataset","Cmdlet","GoogleCloudBeta"
"Remove-BqTable","Cmdlet","GoogleCloudBeta"
"Remove-CertificateEnrollmentPolicyServer","Cmdlet","PKI"
"Remove-CertificateNotificationTask","Cmdlet","PKI"
"Remove-CimInstance","Cmdlet","CimCmdlets"
"Remove-CimSession","Cmdlet","CimCmdlets"
"Remove-CIPolicyRule","Cmdlet","ConfigCI"
"Remove-Event","Cmdlet","Microsoft.PowerShell.Utility"
"Remove-GcdManagedZone","Cmdlet","GoogleCloud"
"Remove-GceAddress","Cmdlet","GoogleCloud"
"Remove-GceDisk","Cmdlet","GoogleCloud"
"Remove-GceFirewall","Cmdlet","GoogleCloud"
"Remove-GceHealthCheck","Cmdlet","GoogleCloud"
"Remove-GceImage","Cmdlet","GoogleCloud"
"Remove-GceInstance","Cmdlet","GoogleCloud"
"Remove-GceInstanceTemplate","Cmdlet","GoogleCloud"
"Remove-GceManagedInstanceGroup","Cmdlet","GoogleCloud"
"Remove-GceNetwork","Cmdlet","GoogleCloud"
"Remove-GceRoute","Cmdlet","GoogleCloud"
"Remove-GceSnapshot","Cmdlet","GoogleCloud"
"Remove-GcIamPolicyBinding","Cmdlet","GoogleCloud"
"Remove-GcLog","Cmdlet","GoogleCloud"
"Remove-GcLogMetric","Cmdlet","GoogleCloud"
"Remove-GcLogSink","Cmdlet","GoogleCloud"
"Remove-GcpsSubscription","Cmdlet","GoogleCloud"
"Remove-GcpsTopic","Cmdlet","GoogleCloud"
"Remove-GcsBucket","Cmdlet","GoogleCloud"
"Remove-GcsBucketAcl","Cmdlet","GoogleCloud"
"Remove-GcsBucketLogging","Cmdlet","GoogleCloud"
"Remove-GcsBucketWebsite","Cmdlet","GoogleCloud"
"Remove-GcsDefaultObjectAcl","Cmdlet","GoogleCloud"
"Remove-GcsObject","Cmdlet","GoogleCloud"
"Remove-GcsObjectAcl","Cmdlet","GoogleCloud"
"Remove-GcSqlBackupRun","Cmdlet","GoogleCloud"
"Remove-GcSqlInstance","Cmdlet","GoogleCloud"
"Remove-GcSqlSslCert","Cmdlet","GoogleCloud"
"Remove-GkeCluster","Cmdlet","GoogleCloudBeta"
"Remove-GkeNodePool","Cmdlet","GoogleCloud"
"Remove-Item","Cmdlet","Microsoft.PowerShell.Management"
"Remove-ItemProperty","Cmdlet","Microsoft.PowerShell.Management"
"Remove-Job","Cmdlet","Microsoft.PowerShell.Core"
"Remove-JobTrigger","Cmdlet","PSScheduledJob"
"Remove-LocalGroup","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Remove-LocalGroupMember","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Remove-LocalUser","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Remove-Module","Cmdlet","Microsoft.PowerShell.Core"
"Remove-OsConfigurationDocument","Cmdlet","OsConfiguration"
"Remove-PmemDedicatedMemory","Cmdlet","PersistentMemory"
"Remove-PmemDisk","Cmdlet","PersistentMemory"
"Remove-PSBreakpoint","Cmdlet","Microsoft.PowerShell.Utility"
"Remove-PSDrive","Cmdlet","Microsoft.PowerShell.Management"
"Remove-PSReadLineKeyHandler","Cmdlet","PSReadLine"
"Remove-PSSession","Cmdlet","Microsoft.PowerShell.Core"
"Remove-Service","Cmdlet","Microsoft.PowerShell.Management"
"Remove-TypeData","Cmdlet","Microsoft.PowerShell.Utility"
"Remove-Variable","Cmdlet","Microsoft.PowerShell.Utility"
"Remove-VHDSnapshot","Cmdlet","Hyper-V"
"Remove-VM","Cmdlet","Hyper-V"
"Remove-VMAssignableDevice","Cmdlet","Hyper-V"
"Remove-VMDvdDrive","Cmdlet","Hyper-V"
"Remove-VMFibreChannelHba","Cmdlet","Hyper-V"
"Remove-VMGpuPartitionAdapter","Cmdlet","Hyper-V"
"Remove-VMGroup","Cmdlet","Hyper-V"
"Remove-VMGroupMember","Cmdlet","Hyper-V"
"Remove-VMHardDiskDrive","Cmdlet","Hyper-V"
"Remove-VMHostAssignableDevice","Cmdlet","Hyper-V"
"Remove-VMKeyStorageDrive","Cmdlet","Hyper-V"
"Remove-VMMigrationNetwork","Cmdlet","Hyper-V"
"Remove-VMNetworkAdapter","Cmdlet","Hyper-V"
"Remove-VMNetworkAdapterAcl","Cmdlet","Hyper-V"
"Remove-VMNetworkAdapterExtendedAcl","Cmdlet","Hyper-V"
"Remove-VMNetworkAdapterRoutingDomainMapping","Cmdlet","Hyper-V"
"Remove-VMNetworkAdapterTeamMapping","Cmdlet","Hyper-V"
"Remove-VMPmemController","Cmdlet","Hyper-V"
"Remove-VMRemoteFx3dVideoAdapter","Cmdlet","Hyper-V"
"Remove-VMReplication","Cmdlet","Hyper-V"
"Remove-VMReplicationAuthorizationEntry","Cmdlet","Hyper-V"
"Remove-VMResourcePool","Cmdlet","Hyper-V"
"Remove-VMSan","Cmdlet","Hyper-V"
"Remove-VMSavedState","Cmdlet","Hyper-V"
"Remove-VMScsiController","Cmdlet","Hyper-V"
"Remove-VMSnapshot","Cmdlet","Hyper-V"
"Remove-VMStoragePath","Cmdlet","Hyper-V"
"Remove-VMSwitch","Cmdlet","Hyper-V"
"Remove-VMSwitchExtensionPortFeature","Cmdlet","Hyper-V"
"Remove-VMSwitchExtensionSwitchFeature","Cmdlet","Hyper-V"
"Remove-VMSwitchTeamMember","Cmdlet","Hyper-V"
"Remove-WindowsCapability","Cmdlet","Dism"
"Remove-WindowsDriver","Cmdlet","Dism"
"Remove-WindowsImage","Cmdlet","Dism"
"Remove-WindowsPackage","Cmdlet","Dism"
"Remove-WinGetSource","Cmdlet","Microsoft.WinGet.Client"
"Remove-WSManInstance","Cmdlet","Microsoft.WSMan.Management"
"Rename-Computer","Cmdlet","Microsoft.PowerShell.Management"
"Rename-Item","Cmdlet","Microsoft.PowerShell.Management"
"Rename-ItemProperty","Cmdlet","Microsoft.PowerShell.Management"
"Rename-LocalGroup","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Rename-LocalUser","Cmdlet","Microsoft.PowerShell.LocalAccounts"
"Rename-VM","Cmdlet","Hyper-V"
"Rename-VMGroup","Cmdlet","Hyper-V"
"Rename-VMNetworkAdapter","Cmdlet","Hyper-V"
"Rename-VMResourcePool","Cmdlet","Hyper-V"
"Rename-VMSan","Cmdlet","Hyper-V"
"Rename-VMSnapshot","Cmdlet","Hyper-V"
"Rename-VMSwitch","Cmdlet","Hyper-V"
"Repair-VM","Cmdlet","Hyper-V"
"Repair-WindowsImage","Cmdlet","Dism"
"Repair-WinGetPackageManager","Cmdlet","Microsoft.WinGet.Client"
"Reset-AppSharedPackageContainer","Cmdlet","Appx"
"Reset-AppxPackage","Cmdlet","Appx"
"Reset-GcSqlSslConfig","Cmdlet","GoogleCloud"
"Reset-LapsPassword","Cmdlet","LAPS"
"Reset-VMReplicationStatistics","Cmdlet","Hyper-V"
"Reset-VMResourceMetering","Cmdlet","Hyper-V"
"Reset-WinGetSource","Cmdlet","Microsoft.WinGet.Client"
"Resize-GceDisk","Cmdlet","GoogleCloud"
"Resize-VHD","Cmdlet","Hyper-V"
"Resolve-DnsName","Cmdlet","DnsClient"
"Resolve-Path","Cmdlet","Microsoft.PowerShell.Management"
"Restart-Computer","Cmdlet","Microsoft.PowerShell.Management"
"Restart-GceInstance","Cmdlet","GoogleCloud"
"Restart-GcSqlInstance","Cmdlet","GoogleCloud"
"Restart-Service","Cmdlet","Microsoft.PowerShell.Management"
"Restart-VM","Cmdlet","Hyper-V"
"Restore-GcSqlInstanceBackup","Cmdlet","GoogleCloud"
"Restore-VMSnapshot","Cmdlet","Hyper-V"
"Resume-BitsTransfer","Cmdlet","BitsTransfer"
"Resume-ProvisioningSession","Cmdlet","Provisioning"
"Resume-ReFSDedupSchedule","Cmdlet","Microsoft.ReFsDedup.Commands"
"Resume-Service","Cmdlet","Microsoft.PowerShell.Management"
"Resume-VM","Cmdlet","Hyper-V"
"Resume-VMReplication","Cmdlet","Hyper-V"
"Revoke-VMConnectAccess","Cmdlet","Hyper-V"
"Save-Help","Cmdlet","Microsoft.PowerShell.Core"
"Save-OsImage","Cmdlet","Dism"
"Save-Package","Cmdlet","PackageManagement"
"Save-PSResource","Cmdlet","Microsoft.PowerShell.PSResourceGet"
"Save-SoftwareInventory","Cmdlet","Dism"
"Save-VM","Cmdlet","Hyper-V"
"Save-WindowsImage","Cmdlet","Dism"
"Select-Object","Cmdlet","Microsoft.PowerShell.Utility"
"Select-String","Cmdlet","Microsoft.PowerShell.Utility"
"Select-Xml","Cmdlet","Microsoft.PowerShell.Utility"
"Send-DtcDiagnosticTransaction","Cmdlet","MsDtc"
"Send-GcpsAck","Cmdlet","GoogleCloud"
"Send-MailMessage","Cmdlet","Microsoft.PowerShell.Utility"
"Set-Acl","Cmdlet","Microsoft.PowerShell.Security"
"Set-Alias","Cmdlet","Microsoft.PowerShell.Utility"
"Set-AppBackgroundTaskResourcePolicy","Cmdlet","AppBackgroundTask"
"Set-AppLockerPolicy","Cmdlet","AppLocker"
"Set-AppxDefaultVolume","Cmdlet","Appx"
"Set-AppxPackageAutoUpdateSettings","Cmdlet","Appx"
"Set-AppXProvisionedDataFile","Cmdlet","Dism"
"Set-AuthenticodeSignature","Cmdlet","Microsoft.PowerShell.Security"
"Set-BcdBootDefault","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Set-BcdBootDisplayOrder","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Set-BcdBootSequence","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Set-BcdBootTimeout","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Set-BcdBootToolsDisplayOrder","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Set-BcdDebugSettings","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Set-BcdElement","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Set-BcdHypervisorSettings","Cmdlet","Microsoft.Windows.Bcd.Cmdlets"
"Set-BitsTransfer","Cmdlet","BitsTransfer"
"Set-BqDataset","Cmdlet","GoogleCloudBeta"
"Set-BqSchema","Cmdlet","GoogleCloudBeta"
"Set-BqTable","Cmdlet","GoogleCloudBeta"
